,CASE_NUMBER,HREF,YEAR,DATE,TIME,COUNTRY,AREA,LOCATION,SPECIES,PROVOCATION,ACTIVITY,SEX,AGE,FATAL_YN,BODY_AREA_ATTACKED,TYPE_OF_INJURY
3767,1960.05.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.05.01-Taludig.pdf,1960,01-May-60,NOT AVAILABLE,PAPUA NEW GUINEA,Madang,Taludig,NOT AVAILABLE,Unprovoked,not available,NOT AVAILABLE,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
3768,1960.04.30,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.30-Hely.pdf,1960,30-Apr-60,afternoon,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,"White shark, 2.1 m [7']  based on tooth pattern",Unprovoked,swimming,M,12-17,N,NOT AVAILABLE,NOT AVAILABLE
3769,1960.04.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.24-Gilbert_Collier.pdf,1960,24-Apr-60,afternoon,USA,California,"Tomales Point, Marin County","White shark, 4.9 m [16']",Unprovoked,surfing,M,45-54,N,lower limbs,bite
3770,1960.04.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.22-Nelson.pdf,1960,22-Apr-60,NOT AVAILABLE,AUSTRALIA,Western Australia,Rottnest Island,"Bronze whaler shark, 3 m [10'], 200-lb",Provoked,"fishing, hauling in a set line",M,NOT AVAILABLE,N,upper limbs,lacerations
3771,1960.04.20.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.20.R-Wagener.pdf,1960,Reported 20-Apr-1960,NOT AVAILABLE,SOUTH AFRICA,Eastern Cape Province,Port Alfred,"Raggedtooth shark, 100-lb",Provoked,fishing,M,NOT AVAILABLE,N,lower limbs,bite
3772,1960.04.14,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.14-Beakley-recheck text-March.pdf,1960,14-Apr-60,morning,BERMUDA,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Five 1.8 m [6']  sharks,Invalid,floating,M,18-24,N,no injury,no injury
3773,1960.04.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.12-Chandler.pdf,1960,12-Apr-60,late afternoon,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey","White shark, 3.7 m [12']",Unprovoked,surfing,M,12-17,N,upper limbs,NOT AVAILABLE
3774,1960.04.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.10-Coleman.pdf,1960,10-Apr-60,NOT AVAILABLE,AUSTRALIA,Western Australia,Off Rottnest Island,"Sandtiger shark, 2.1 m [7']",Provoked,spearfishing,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
3775,1960.04.03.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.b-Black.pdf,1960,03-Apr-60,NOT AVAILABLE,AUSTRALIA,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",1.5 m [5'] shark,Unprovoked,spearfishing,M,NOT AVAILABLE,N,head or neck,NOT AVAILABLE
3776,1960.04.03.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.a-Morris.pdf,1960,03-Apr-60,late morning,AUSTRALIA,New South Wales,Off Broughton Island near Port Stephens,"Bronze whaler shark, 3.7 m [12'] identified by G.P. Whitley based on description",Unprovoked,"speared a grouper, saw shark but it came for him instead of the fish so he fired spear into shark’s mouth. then shark took grouper but unable to swallow because of the spear in its mouth.",M,NOT AVAILABLE,N,upper limbs,NOT AVAILABLE
3777,1960.04.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.01-WhitrowLaunch.pdf,1960,01-Apr-60,NOT AVAILABLE,AUSTRALIA,South Australia,Hog Bay,White shark,Provoked,shark fishing,NOT AVAILABLE,NOT AVAILABLE,N,NOT AVAILABLE,bite
3778,1960.04.00.c,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.c-woman.pdf,1960,Apr-60,NOT AVAILABLE,FIJI,Vanua Levu,Off the Bua coast,NOT AVAILABLE,Unprovoked,fishing in shoulder deep water,F,NOT AVAILABLE,Y,lower limbs,bite
3779,1960.04.00.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.b-Balanoba-Dona.pdf,1960,Apr-60,NOT AVAILABLE,PHILIPPINES,Luzon Island,Bataan,NOT AVAILABLE,Provoked,"fishing, hooked shark towed boat out to sea, storm swamped boat",M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
3780,1960.04.00.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.a-SaldanhaSkiboat.pdf,1960,Apr-60,NOT AVAILABLE,SOUTH AFRICA,Western Cape Province,Saldanha Bay,White shark (tooth fragments recovered),Boat,fishing,NOT AVAILABLE,NOT AVAILABLE,N,NOT AVAILABLE,bite
3781,1960.03.31,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.03.31-Winkler.pdf,1960,31-Mar-60,late morning,USA,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County","1.2 m [4'], possibly  larger shark",Unprovoked,swimming,M,35-44,N,lower limbs,bite
3782,1960.03.28,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.03.28-Metao.pdf,1960,28-Mar-60,late morning,GUAM,NOT AVAILABLE,NOT AVAILABLE,1.2 m [4'] shark,Unprovoked,spearfishing,M,35-44,N,lower limbs,bite
3783,1960.02.29,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.29-Robertson-Hasler.pdf,1960,29-Feb-60,night,AUSTRALIA,Tasmania,Ralph Bay,Two 2.1 m [7'] sharks,Unprovoked,fishing,M,25-34,N,no injury,no injury
3784,1960.02.27.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.27.b-Ross.pdf,1960,27-Feb-60,NOT AVAILABLE,NEW ZEALAND,North Island,"Mangawhai, near Wellsford","Bronze whaler shark,4 m [13']",Unprovoked,spearfishing,M,18-24,N,lower limbs,no injury
3785,1960.02.27.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.27.a-Benjamin.pdf,1960,27-Feb-60,morning,USA,Hawaii,"Between Keawakapu & Makena, Maui","According to Benjamin, the injury was inflicted by a barracuda, not a shark",Invalid,spearfishing,M,35-44,N,upper limbs,lacerations
3786,1960.02.24,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.24-Souleyman.pdf,1960,24-Feb-60,NOT AVAILABLE,SENEGAL,Casamance,Ziguinchor,NOT AVAILABLE,Provoked,fishing,M,NOT AVAILABLE,N,lower limbs,bite
3787,1960.02.19,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.19-Tupuselei.pdf,1960,19-Feb-60,NOT AVAILABLE,PAPUA NEW GUINEA,Central Province,"Tupuselei Village, about 40 miles east of Port Moresby","Tiger shark, 3.4 m [11'] captured",Unprovoked,spearfishing,M,25-34,Y,lower limbs,bite
3788,1960.02.10.,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.10-Bondi-Tiger.pdf,1960,10-Feb-60,NOT AVAILABLE,AUSTRALIA,New South Wales,Near Bondi Beach,"Tiger shark, 14'",Provoked,shark fishing,NOT AVAILABLE,NOT AVAILABLE,N,no injury,no injury
3789,1960.02.07,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.07-Gillies.pdf,1960,07-Feb-60,NOT AVAILABLE,AUSTRALIA,New South Wales,Wattamolla National Park,"Grey nurse shark, 2.9 m [9'6""]",Provoked,spearfishing,M,18-24,N,no injury,no injury
3790,1960.02.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.03-S2F-1-aircraft.pdf,1960,03-Feb-60,night,USA,Hawaii,Maui,NOT AVAILABLE,Invalid,s2f 1 airplane crashed immediately after carrier take off,NOT AVAILABLE,NOT AVAILABLE,Y,lower limbs,bite
3791,1960.01.30,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.30-Upad.pdf,1960,30-Jan-60,NOT AVAILABLE,PAPUA NEW GUINEA,Madang (WO),"Off Taludig Village, at mouth of the Murnass River","3.5 m [11'6""] shark captured",Unprovoked,not available,M,NOT AVAILABLE,N,lower limbs,bite
3792,1960.01.26,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.26-Portuguese airliner.pdf,1960,26-Jan-60,NOT AVAILABLE,NOT AVAILABLE,"Between Timor & Darwin, Australia",NOT AVAILABLE,NOT AVAILABLE,Sea Disaster,portuguese airliner with 9 people aboard went down.,NOT AVAILABLE,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
3793,1960.01.21,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.21 - Smith dinghy.pdf,1960,21-Jan-60,NOT AVAILABLE,AUSTRALIA,South Australia,Millicent,Blue pointer,Boat,not available,NOT AVAILABLE,NOT AVAILABLE,N,no injury,no injury
3794,1960.01.16,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.16-Murray.pdf,1960,16-Jan-60,afternoon,AUSTRALIA,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",Bull shark,Unprovoked,free diving,M,12-17,Y,lower limbs,severed body part
3796,1960.01.07,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.07-Lonergan.pdf,1960,07-Jan-60,morning,AUSTRALIA,Tasmania,Eaglehawk Neck,4.9 m [16'] shark,Boat,setting crayfish pots,NOT AVAILABLE,NOT AVAILABLE,N,no injury,no injury
3797,1960.01.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.01-Burman.pdf,1960,01-Jan-60,NOT AVAILABLE,SOUTH AFRICA,Western Cape Province,Muizenberg,NOT AVAILABLE,Provoked,"standing, watching seine netters",F,NOT AVAILABLE,N,lower limbs,bite
3798,1960.00.00.j,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.j-Nicaragua.pdf,1960,1960,morning,NICARAGUA,Pacific coast,San Jan del Sur,3.7 m to 4.6 m [12' to 15'] shark,Unprovoked,bathing,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
3799,1960.00.00.i,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.i-Bain.pdf,1960,1960,NOT AVAILABLE,GRENADA,St. Georges,Black Point Bay,NOT AVAILABLE,Unprovoked,spearfishing,M,under 12,N,lower limbs,bite
3800,1960.00.00.h,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.h-aircraft.pdf,1960,Early summer 1960,NOT AVAILABLE,CARIBBEAN SEA,NOT AVAILABLE,"Between Key West, Florida & Guantanamo Bay, Cuba",NOT AVAILABLE,Invalid,aircraft crashed into sea,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
3801,1960.00.00.g,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.g-Ferdinands.pdf,1960,Late 1960s,NOT AVAILABLE,SRI LANKA,Eastern  Province,Pigeon Island,Blacktail reef shark,Unprovoked,spearfishing,M,NOT AVAILABLE,N,no injury,no injury
3802,1960.00.00.f,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.f-Jonklaas.pdf,1960,1960s,NOT AVAILABLE,SRI LANKA,Eastern  Province,"Manayaweli Cove, Trincomalee",Blacktip reef shark,Unprovoked,collecting ornamental fish,M,NOT AVAILABLE,N,no injury,no injury
3803,1960.00.00.e,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.e-Phillips.pdf,1960,1960-1961,NOT AVAILABLE,FIJI,Northwest of Viti Levu,"Covull Reef, near Lautoka",NOT AVAILABLE,Unprovoked,spearfishing,M,NOT AVAILABLE,N,lower limbs,NOT AVAILABLE
3804,1960.00.00.d,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.d-Sek.pdf,1960,1960,NOT AVAILABLE,PAPUA NEW GUINEA,Madang,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,"spear fishing, removing fish from spear",M,12-17,Y,lower limbs,bite
3805,1960.00.00.c,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.c-Talasea.pdf,1960,1960,NOT AVAILABLE,PAPUA NEW GUINEA,West New Britain Province,"West Nakanai,  Talasea",NOT AVAILABLE,Unprovoked,fishing,M,18-24,N,lower limbs,lacerations
3806,1960.00.00.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.b-Fillardo.pdf,1960,Ca. 1960,NOT AVAILABLE,MOZAMBIQUE,Gaza,Xai Xai,NOT AVAILABLE,Unprovoked,swimming,F,under 12,Y,NOT AVAILABLE,NOT AVAILABLE
3807,1960.00.00.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.a-Greig.pdf,1960,Ca. 1960,late morning,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,2.1 m [7'] shark,Unprovoked,wading,F,NOT AVAILABLE,N,lower limbs,lacerations
3808,1959.12.29,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.29-Burgess-Dyer.pdf,1959,29-Dec-59,afternoon,AUSTRALIA,Queensland,Scotts Point Beach,3.7 m [12'] tiger shark,Boat,wading,NOT AVAILABLE,NOT AVAILABLE,N,no injury,no injury
3810,1959.12.26,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.26-Mari.pdf,1959,26-Dec-59,NOT AVAILABLE,PAPUA NEW GUINEA,Rigo subdistrict,Kaparoka,NOT AVAILABLE,Unprovoked,swimming underneath house on pilings,NOT AVAILABLE,12-17,Y,lower limbs,severed body part
3811,1959.12.19.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.19.b-Mullens.pdf,1959,19-Dec-59,early morning,AUSTRALIA,Queensland,"Off Wynnum in Moreton Bay, near Brisbane",NOT AVAILABLE,Unprovoked,dived from dinghy to retrieve oar in heavy seas,M,25-34,Y,NOT AVAILABLE,NOT AVAILABLE
3812,1959.12.19.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.19.a - MV-Rizal.pdf,1959,19-Dec-59,late morning,PHILIPPINES,Masbate,Balud,NOT AVAILABLE,Sea Disaster,ship m.v. rizal sank during typhoon,M,NOT AVAILABLE,Y,lower limbs,bite
3813,1959.12.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.11-Smith-Walker.pdf,1959,11-Dec-59,NOT AVAILABLE,AUSTRALIA,Victoria,"Altona, Melbourne",2.7 m [9']  shark,Provoked,spearfishing,M,12-17,N,upper limbs,NOT AVAILABLE
3814,1959.12.07,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.07-LauraBay.pdf,1959,07-Dec-59,NOT AVAILABLE,AUSTRALIA,South Australia,Laura Bay,NOT AVAILABLE,Invalid,spearfishing,M,NOT AVAILABLE,N,no injury,no injury
3815,1959.12.03,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.03-boat-Ashton.pdf,1959,03-Dec-59,afternoon,NEW ZEALAND,North Island,Moko Hinau,"Mako shark, 4.3 m [14']",Boat,fishing,M,NOT AVAILABLE,N,no injury,no injury
3816,1959.12.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.00.a-b-Maldivians.pdf,1959,Dec-59,NOT AVAILABLE,MALDIVE ISLANDS,400 miles southeast of Sri Lanka,NOT AVAILABLE,NOT AVAILABLE,Sea Disaster,sea disaster,F,under 12,Y,NOT AVAILABLE,NOT AVAILABLE
3817,1959.11.29,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.29-Holland.pdf,1959,29-Nov-59,afternoon,AUSTRALIA,Victoria,"Fairhaven Beach, Lorne",3.5 m [11.5'] shark,Unprovoked,body surfing,M,18-24,N,lower limbs,bite
3818,1959.11.28,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.28-Beaver.pdf,1959,28-Nov-59,early morning,AUSTRALIA,Queensland,"North Burleigh, near Brisbane","""a small shark""",Unprovoked,standing in chest deep water,M,12-17,N,lower limbs,lacerations
3819,1959.11.22,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.22-Sachse.pdf,1959,22-Nov-59,late morning,AUSTRALIA,Queensland,"Surfer's Paradise, Northcliffe",3 m to 4.3 m [10' to 14'] shark,Unprovoked,surfing,M,18-24,N,lower limbs,bite
3820,1959.11.16,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.16-AircraftDC7B.pdf,1959,16-Nov-59,night,USA,Louisiana,120 miles southeast of New Orleans,3.7 to 4.6 m [12' to 15'] sharks,Invalid,national airlines dc7b enroute from miami to los angeles with 42 or 46 people on board went down in heavy fog,NOT AVAILABLE,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
3821,1959.11.15,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.15-SeaHawk.pdf,1959,15-Nov-59,NOT AVAILABLE,SOUTH AFRICA,Western Cape Province,"Swartklip, False Bay","Thresher shark, 3.7 m [12']",Boat,fishing,NOT AVAILABLE,NOT AVAILABLE,N,lower limbs,NOT AVAILABLE
3822,1959.11.12.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.12.R-Whitrow-yacht.pdf,1959,Reported 12-Nov-1959,NOT AVAILABLE,AUSTRALIA,South Australia,Near Port Vincent,6 m [20'] shark,Provoked,shark fishing,NOT AVAILABLE,NOT AVAILABLE,N,no injury,bite
3823,1959.11.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.10-Fryling_Collier.pdf,1959,10-Nov-59,morning,USA,California,"Near Paradise Cove, Malibu, Los Angeles County","Blue shark, 1.5 m [5']",Unprovoked,surfing,M,18-24,N,upper limbs,bite
3824,1959.11.09,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.09-Marks.pdf,1959,09-Nov-59,NOT AVAILABLE,AUSTRALIA,Western Australia,Perth,"Carpet shark, 1.5 m [5']",Provoked,spearfishing,M,NOT AVAILABLE,N,lower limbs,no injury
3825,1959.11.01,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.11.01-Rabaul.pdf,1959,01-Nov-59,NOT AVAILABLE,PAPUA NEW GUINEA,New Britain,"Rapindik Beach, Rabaul",NOT AVAILABLE,Provoked,fishing,M,NOT AVAILABLE,N,upper limbs,bite
3827,1959.10.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.05-PapuaNewGuinea.pdf,1959,05-Oct-59,NOT AVAILABLE,PAPUA NEW GUINEA,Madang,Taludig,NOT AVAILABLE,Unprovoked,not available,NOT AVAILABLE,NOT AVAILABLE,N,lower limbs,bite
3828,1959.10.04,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.04-JamesHay_Collier.pdf,1959,04-Oct-59,afternoon,USA,California,"Bodega Rock, Sonoma County","White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Unprovoked,diving for fish/pearls,M,25-34,N,lower limbs,bite
3829,1959.10.02,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.02-FijianCook.pdf,1959,02-Oct-59,NOT AVAILABLE,FIJI,Lomaiviti Province,"Levuka, Ovalau Island",4.3 m [14'] shark,Unprovoked,dived overboard to retrieve dinghy,M,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
3830,1959.10.00,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.10.00-Etuate.pdf,1959,Oct-59,late morning,FIJI,Kadavu,Great Astrolabe Reef,"Tiger shark, 1.8 m [6']",Unprovoked,spearfishing,M,35-44,N,upper limbs,NOT AVAILABLE
3831,1959.09.30,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.30-Daguinot.pdf,1959,30-Sep-59,NOT AVAILABLE,PHILIPPINES,Leyte Island,Luang Dulag,NOT AVAILABLE,Unprovoked,swimming,M,25-34,N,NOT AVAILABLE,NOT AVAILABLE
3832,1959.09.27,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.27-Rawlinson.pdf,1959,27-Sep-59,NOT AVAILABLE,BERMUDA,Hamilton,Astwood's Cove,NOT AVAILABLE,Invalid,not available,F,25-34,Y,NOT AVAILABLE,NOT AVAILABLE
3833,1959.09.26.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.26.b-Walker.pdf,1959,26-Sep-59,afternoon,USA,Florida,"Off Port Everglades, Broward County","A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Sea Disaster,sea disaster,M,25-34,N,lower limbs,bite
3835,1959.09.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.11-Tervo.pdf,1959,Between 10 and 12-Sep-1959,afternoon,USA,California,"Between False Klamath & mouth of Klamath River, Del Norte County","White shark, 3.5 m [11.5'], identified by W. I.  Follett on tooth fragments",Boat,pulling hooked salmon to boat,NOT AVAILABLE,NOT AVAILABLE,N,no injury,no injury
3836,1959.09.10.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.10.R-India.pdf,1959,Reported 10-Sep-1959,NOT AVAILABLE,INDIA,Orissa,Machhagan,6' shark,Unprovoked,not available,NOT AVAILABLE,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
3837,1959.09.02,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.09.02-NV-InflatableRaft.pdf,1959,02-Sep-59,NOT AVAILABLE,USA,New York,"Oak Beach, Fire Inlet","""sand shark"" Listed as questionable incident",Invalid,on inflatable raft,M,NOT AVAILABLE,N,no injury,no injury
3839,1959.08.31.R,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.31.R-Azores.pdf,1959,Reported 31-Aug-1959,NOT AVAILABLE,AZORES,NOT AVAILABLE,Sao Miguel,"White shark, based on 2 teeth retrieved from rudder",Boat,fishing,NOT AVAILABLE,NOT AVAILABLE,N,no injury,bite
3840,1959.08.30,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.30-Cox.pdf,1959,30-Aug-59,NOT AVAILABLE,AUSTRALIA,Tasmania,NOT AVAILABLE,Sandtiger shark,Invalid,swimming,M,NOT AVAILABLE,N,no injury,no injury
3841,1959.08.25,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.25-Fukushi.pdf,1959,25-Aug-59,NOT AVAILABLE,JAPAN,Hokkaido Prefecture,"Okushiri Island, Hiyama Subprefecture",Porbeagle,Invalid,not available,M,12-17,N,no injury,no injury
3842,1959.08.20,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.20-PilarII.pdf,1959,20-Aug-59,night,PHILIPPINES,North Palawan,Cabuli Island,NOT AVAILABLE,Invalid,sea disaster,M,under 12,Y,NOT AVAILABLE,NOT AVAILABLE
3843,1959.08.15.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.15.b-Seymour.pdf,1959,15-Aug-59,NOT AVAILABLE,USA,Florida,"Panama City, Bay County",2 sharks,Invalid,diving,M,18-24,N,no injury,no injury
3844,1959.08.15.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.15.a-Neal.pdf,1959,15-Aug-59,NOT AVAILABLE,USA,Florida,"Panama City, Bay County",3.7 m [12'] shark,Unprovoked,spearfishing,M,25-34,Y,NOT AVAILABLE,NOT AVAILABLE
3845,1959.08.14.b,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.14.b-Wright.pdf,1959,14-Aug-59,NOT AVAILABLE,USA,South Carolina,Charleston,5.5' shark,Provoked,fishing,M,NOT AVAILABLE,N,upper limbs,lacerations
3846,1959.08.14.a,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.14.a-Fishingboat.pdf,1959,14-Aug-59,afternoon,PHILIPPINES,Queaon,Between Unisan & Angadanan Islands,NOT AVAILABLE,Sea Disaster,sea disaster,NOT AVAILABLE,NOT AVAILABLE,Y,NOT AVAILABLE,NOT AVAILABLE
3847,1959.08.13,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.13-Ide-Turner.pdf,1959,13-Aug-59,NOT AVAILABLE,USA,California,"LaJolla, San Diego County","Hammerhead shark, 9'",Provoked,spearfishing,M,25-34,N,no injury,no injury
3848,1959.08.12,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.12-Tomaz.pdf,1959,12-Aug-59,NOT AVAILABLE,CROATIA,Istria,Pula,20 kg shark,Provoked,fishing,M,NOT AVAILABLE,N,upper limbs,lacerations
3849,1959.08.11,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.11-Tsuchiya.pdf,1959,11-Aug-59,afternoon,JAPAN,Wakayama Prefecture,"Isonoura Beach, Wakayama City","Blue shark, 3 m [10']",Unprovoked,swimming,M,12-17,Y,lower limbs,bite
3850,1959.08.10,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.10-Fields.pdf,1959,10-Aug-59,evening,USA,Georgia,"Savannah Beach, Savannah, Chatham County",NOT AVAILABLE,Unprovoked,standing,F,12-17,N,lower limbs,NOT AVAILABLE
3851,1959.08.05,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.05-Hill.pdf,1959,05-Aug-59,NOT AVAILABLE,USA,California,"Hermosa Beach, Los Angeles County",10' shark,Invalid,wading,M,NOT AVAILABLE,N,no injury,no injury
3852,1959.08.02,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.08.02-Giglio.pdf,1959,21764,NOT AVAILABLE,ITALY,Tuscany,"Cala del Corvo, Isola del Giglio",NOT AVAILABLE,Invalid,scuba diving,M,25-34,Y,NOT AVAILABLE,NOT AVAILABLE
